,actions,category,drugbank_id,known_action,organism,pubmed_ids,uniprot_id
4071,inhibitor,transporter,DB00530,unknown,Human,19493273,Q9UNQ0
4072,substrate,transporter,DB00530,unknown,Human,18723475,P08183
4073,substrate|inducer,enzyme,DB00531,unknown,Human,19515014|19934256,P11712
4074,substrate|inhibitor|inducer,enzyme,DB00531,unknown,Human,19515014|12136253|19934256,P08684
4075,substrate|inducer,enzyme,DB00531,unknown,Human,19515014|12136253|19934256,P20813
4076,substrate,enzyme,DB00531,unknown,Human,19934256,P33261
4077,substrate,enzyme,DB00531,unknown,Human,19934256,P11509
4078,substrate,enzyme,DB00531,unknown,Human,19934256,P33260
4079,substrate|inducer,enzyme,DB00531,unknown,Human,19934256,P10632
4080,substrate,enzyme,DB00531,unknown,Human,19934256,P10635
4081,substrate,enzyme,DB00531,unknown,Human,19934256,P24462
4082,substrate,enzyme,DB00531,unknown,Human,18496131,P20815
4083,inhibitor,transporter,DB00531,unknown,Human,11743742,P08183
4084,inhibitor,target,DB00532,yes,Human,15066664|15001403|11752352,Q14524
4085,substrate|inhibitor,enzyme,DB00532,unknown,Human,19515014|19934256|12401364,P33261
4086,substrate,enzyme,DB00532,unknown,Human,19515014|11996013|8886603,P20813
4087,substrate,enzyme,DB00532,unknown,Human,10417492|9190854,P05177
4088,substrate,enzyme,DB00532,unknown,Human,9190854,P10635
4089,substrate,enzyme,DB00532,unknown,Human,19934256,P10632
4090,substrate,enzyme,DB00532,unknown,Human,19515014,P11712
4091,inhibitor,target,DB00533,yes,Human,10555907|10566562|10580458|10643177|10693877|11752352|20724158|18922570|20166930|11398914,P35354
4092,other/unknown,target,DB00533,unknown,Human,16679386|17164475|17620346,P15502
4093,substrate|inhibitor,enzyme,DB00533,unknown,Human,19754423|19515014|19934256,P05177
4094,substrate|inducer,enzyme,DB00533,unknown,Human,19515014|19934256,P08684
4095,substrate,enzyme,DB00533,unknown,Human,19515014,P23219
4096,substrate,enzyme,DB00533,unknown,Human,19934256,P10632
4097,substrate,enzyme,DB00533,unknown,Human,19934256,P11712
4098,inhibitor,transporter,DB00533,unknown,Human,12835412,O15439
4099,inducer,target,DB00534,yes,Human,17139284|17016423|5455277|8391582,Q13621
4100,inhibitor,target,DB00534,unknown,Human,17139284|17016423|5692397|11752352,P51649
4101,inhibitor,target,DB00535,yes,Neisseria gonorrhoeae,17540669,P08149
4102,inhibitor,target,DB00535,yes,Haemophilus influenzae,16801430,Q60FT7
4103,inhibitor,target,DB00535,no,Human,8133056,P05164
4104,inhibitor,transporter,DB00535,unknown,Human,10636865,O76082
4105,substrate|inhibitor,transporter,DB00535,unknown,Human,9092716|9374833|15618677,P46059
4106,inhibitor,transporter,DB00535,unknown,Human,9092716|9374833,Q16348
